SITE_GUBUN,REVIEW_DOC_NO,ANAL_CODE,REVIEW
0,RVD-220301-0048169,ANAL-211104-0154,너무예쁘고 부드러워서 아기가 잘 앉아있네요
0,RVD-220301-0048168,ANAL-211104-0154,돗꼼 기다리고 있었는데 세일할때 잘구매했어요  너무 귀여워요 ㅎㅎ
0,RVD-220301-0048167,ANAL-211104-0154,아기가 앉아서 잘놀고 디자인도 너무 이뻤고 배송이 정말 빨랐어요 ㅎㅎㅎ 잘 쓸게영
0,RVD-220301-0048166,ANAL-211104-0154,바람넣으면 금방빠지는기분이예요 ㅠㅠ그거 말곤 넘 이뻐요
0,RVD-220301-0048165,ANAL-211104-0154,화면이랑 색상이나 디자인은 같고 너무너무 귀여워요아직 아기가 태어나진 않아서 앉혀보진 못했지만 유용하게 쓰일거같아요 ㅎㅎ 바람 넣고나서는 생각보다 딱딱할 정도로 빵빵해지진 않아서 혹시나 바람빠지는게 아닌지 지켜보는 중인데 출산 후 유용하게 잘 쓰이길 바라고 있습니다 
0,RVD-220301-0048164,ANAL-211104-0154,바람넣는거 쉽고 샤워시킬때도 유용하게 쓰이네요올리브가 이뻐서 샀는데 후회없어요
0,RVD-220301-0048163,ANAL-211104-0154,아직 아기가 잘앉진 않지만 좀더 지나면 유용하게 잘쓸거같아요
0,RVD-220301-0048162,ANAL-211104-0154,품절이라 못사다 라방으로 싸게샀어요 만족합니다
0,RVD-220301-0048161,ANAL-211104-0082,이런게 있는줄 알았으면 진작살걸너무 만족
0,RVD-220301-0048160,ANAL-211104-0082,이거 달아놓으니까 문잠그고 젓가락찔러서 안열어도 되고 손잡이만 돌리면 되니까 편해요 아이도 문을 못열어요 
0,RVD-220301-0048159,ANAL-211104-0127,온도 감지가 되니 너무 좋아요 잘쓰고 있어요
0,RVD-220301-0048158,ANAL-211104-0235,아직사용전인데 예뻐요
0,RVD-220301-0048157,ANAL-211104-0153,교체 해 주셔서 사용하고 있습니다 본드 같은데 묻어 있지만 사용하기에 불편함은 없어요
0,RVD-220301-0048156,ANAL-211104-0153,앉는연습하는중이라 외출해서도 사용하려고 구매해봤어요잘 앉아있길
0,RVD-220301-0048155,ANAL-211104-0153,셋째꺼 소프트의자는 어디껄로 살까 생각하다 아가드가 아기 안전문도 튼튼하고 다른소트트의자보단 견고하고 덜터질꺼같은 생각에구매를했습니다 잘사용해보려고 합니다
0,RVD-220301-0048154,ANAL-211104-0072,아기가 백일이 다가오면서  배냇머리가 점점 많이 빠지고 있어서 아기용 이발기를 알아보다가 눈에 들어온 제품이에요 아가드라는 브랜드 제품을 애용했었는데  이발기가 있다고 해서 고민하지 않고 구매하게되었어요 친구들의 추천도 한 몫처음에는   미용실 가서 머리를 밀어줘야 하나 많이 고민했는데  아기 아빠가 아기 머리는 집에서 본인이 잘라주고 싶다고도 했고  코로나로 위험한 상황에 미용실 까지 가서 어린 아기를 머리 깎이는게 쉽지 않겠더라구요 ㅠㅠㅠ 우는거도 걱정되고ㅎㅎ행사기간에 구매했는데  무엇보다 배송도 빠르게 잘 왔ㅗ 안에 구성품들도  아기한테 사용하는 용품이라 그런지 날카롭지 않게 되어있어서  어른인 저희도 사용할때 부담감이 적더라구요 소음도 생각보단 크지 않아서  아기가 많이 놀라지 않을거 같다는 점도 맘에 듭니당
0,RVD-220301-0048153,ANAL-211104-0072,무소음이라 아기가 놀라지 않고 가만히 있어요덕분에 실패없이 이발 성공했어요
0,RVD-220301-0048152,ANAL-211104-0072,좋아요 가성비가 좋네요 쉽게 잘라줬어요 그래도 손재주가 없어서 망할줄 알았는데 사용하기 쉽고 스폰지랑 가운 다 있어서 너무 좋넹ㅎ
0,RVD-220301-0048151,ANAL-211104-0072,포장도 괜찬고 스펀지  머리카락 받침 천까지 다 들어있어서 편리해요
0,RVD-220301-0048150,ANAL-211104-0072,잘밀리고너무편리하네요
0,RVD-220301-0048149,ANAL-211104-0072,아기 머리 지저분해서요가성비 좋고 멍멍이 미용을 햤어서 어렵지 않게 했네용
0,RVD-220301-0048148,ANAL-211104-0072,같이 동봉되어있는 비닐까지 해서 아기 베넷머리 잘 잘라줬어요 소리도 안크고 안전한것 같아요 아이도 울지 않고 잘 잘랐습니다
0,RVD-220301-0048147,ANAL-211104-0072,좋아요ㅋㅋ아기 배냇머리 자르기 좋네요
0,RVD-220301-0048146,ANAL-211104-0072,처음 사용하는데  만족 스러워요진동 소리는 있으나 크진않아요
0,RVD-220301-0048145,ANAL-211104-0072,아기바리깡으로 구입했어요구성품도 다양하고생각보다 소리가 크지않아쉽게 잘 사용할 수 있어 좋네요
0,RVD-220301-0048144,ANAL-211104-0072,산 지 한달인데 아직도 충전 안했어요밧데리오래가네요 좋아요이제 충전해야할거같아요 ㅋㅋ
0,RVD-220301-0048143,ANAL-211104-0072,소음이 적어서 아기가 울지 않고 머리 잘 깎았어요
0,RVD-220301-0048142,ANAL-211104-0072,잘 잘리고 셔음도 이정도면 양호해용
0,RVD-220301-0048141,ANAL-211104-0072,코로나때문에 아기 데리고 미용실을 갈 수가 없어서 배냇머리 밀어주려고 구매했어요소리가 크지않아 놀라거나 이런건 없었지만 아기가 닿는 느낌이 싫었는지 움직이면서 얼굴에 다 떨어져서 조금 난감했지만 그래도 잘 밀어줬어요ㅎㅎㅎ
0,RVD-220301-0048140,ANAL-211104-0072,100일이 다가올수록 배냇머리가 자꾸 빠지고 뒷머리에 띠가 생겨 100일사진만 찍고 당장 밀어버려야겠다 결심했어요이런 코로나 시국에 아기를 데리고 미용실을 가서 자르는게 맞나  집에서 밀어줄까 고민하면서 인터넷을 뒤지던중에 아가드 이발기가 행사중이라는 사실을 알게되었어요평소 많이 들어본 브랜드이기고하고 후기들이 다 좋길래 저의손이 저도모르게 결제를 해버렸어요ㅋㅋ아직 사용해보진 않았지만 100일사진 찍고나면 추억겸집에서 이쁘게 밀어보겠습니다
0,RVD-220301-0048139,ANAL-211104-0072,아기 배냇머리 밀어줬는데 너무 좋아용
0,RVD-220301-0048138,ANAL-211104-0072,아기머리자르기좋네요 부드럽고 소음크지않고 만족합니다
0,RVD-220301-0048137,ANAL-211104-0072,구성품도 좋고 소음도 그렇게 크지 않아 사용하기 좋아요
0,RVD-220301-0048136,ANAL-211104-0072,소음이 많이 나지않아서 좋아요
0,RVD-220301-0048135,ANAL-211104-0072,배송이 빠르고 색상이 마음에 듭니다
0,RVD-220301-0048134,ANAL-211104-0151,이유식 의자가 필요해서 구매했는데 설치도 혼자서 하기 쉽고 간편하게 접어서 보관이 가능해 자리차지도 안하고  다양한 자세로 간편하게 수유랑 이유식을 할 수 있어서 맘에 들어요기존 범보의자에 앉혀서 이유식을 먹일땐 아기가 앞으로 튀어나오려고 하거나 자세가 구부정해서 아기 허리가 아플까봐 걱정했었는데 이젠 토스비에서눈 그런 고민이 없네요 감사합니다
0,RVD-220301-0048133,ANAL-211104-0147,의자 쿠션감도 좋고 높낮이조절 가능해서 좋네요 식판도 분리되서 편리하게 세척가능합니다의자 시트사이로 음식물이 잘껴서 닦을때 번거롭긴하지만 가격이 저렴하니까 성인의자에 앉을때까지는 사용하려구요 재구매의사있습니다돌아기들은 아직 작아서 몸이 옆으로 기우는데 더 크면 잘 쓸것같습니다
0,RVD-220301-0048132,ANAL-211104-0151,완전 백색이 아닌 밝은그레이라아주이쁘고 맘에 듭니다5개윌아가가 앉아서 이유식머기 참 좋네요
0,RVD-220301-0048131,ANAL-211104-0147,범보의자에서 이유식 먹이다가 어느순간부터 드러누울라고 하드라구요 위험할꺼같애서 급하게 하이체어 검색하다가 아가드가 유명하다해서 보니 디자인이 너무 이쁘드라구요 ㅎㅎ 엄마맘에도 쏙들고 아기기 얌전하게 잘 앉아있네요 식판만 뗄수있어서 이유식 먹다 흘려도 닦아내기 좋고 하이체어에 앉혀놓으니 눈높이가 맞아서 먹이기도 훨 수월하네요조립이라고 할것도 없이 설치도 쉬웠고 이유식 먹이다 흘려도 쓱 닦아내면 되네요 먹을때 난리치면서 먹는 아기라 뒤로 넘어가지않을까 걱정했는데 튼튼해서 넘어갈일은 없겠어요 ㅎㅎ 카시트 유모차 너무 싫어하는 아기인데 너무 얌전하게 잘 앉아있네요 결론은 대만족입니다
0,RVD-220301-0048130,ANAL-211104-0148,매우 잘 사용중입니다
0,RVD-220301-0048129,ANAL-211104-0147,색상고민하다가 베이지로 샀는데 베이지도 색상이 꽤 이쁩니다 의자사용법도 쉽고 아이가 앉아서 잘 놀아서 만족합니다
0,RVD-220301-0048128,ANAL-211104-0148,잘쓰고있어요
0,RVD-220301-0048127,ANAL-211104-0151,애기가 꾸준히 잘 앉아서 이유식 잘 받아먹네요
0,RVD-220301-0048126,ANAL-211104-0151,배송이 많이 느려요 물건은 만족해요
0,RVD-220301-0048125,ALL,빠르게 잘 배송받았습니다 의자도 튼튼하고 좋아요
0,RVD-220301-0048124,ANAL-211104-0148,이유식 할 때 아주 잘 사용중이에요
0,RVD-220301-0048122,ANAL-211104-0146,잘 사용 하게요
0,RVD-220301-0048121,ANAL-211104-0146,Djdjdjdjdjdjd
0,RVD-220301-0048120,ANAL-211104-0146,처음엔 짜증내더니 이제 잘 차요
0,RVD-220301-0048119,ANAL-211104-0146,너무 귀여워요 배송 빨랐습니다
0,RVD-220301-0048118,ANAL-211104-0146,친구가 만족해합니다 엄청 귀엽대요
0,RVD-220301-0048117,ANAL-211104-0285,너무저렴하게 득템했네요13개월아기 너무잘써고있어요스푼도 커지도 작지도않는사이즈라 이스푼으로만 먹이게되네요
0,RVD-220301-0048116,ANAL-211104-0285,사용하기 편하고 좋아요
0,RVD-220301-0048114,ANAL-211104-0065,한달써보니 더맘에드네요  구성품하나  안쓰는게없이 정말알찬구성이예요 특히 밤에아기코딱지파줄때불들어오는 귀파게같이생긴게  정말 딱맘에드네요 꼭 필요한아기용품으로  그냥이것저것잴꺼없이 구매하셔도 후회없어요
0,RVD-220301-0048113,ANAL-211104-0043,아이를 사줬는데 수치가 왔다갓다 정확도가 좀 떨어지는것 같아요 그냥 대략의 수치 정도만 알 수 있을거같아요
0,RVD-220301-0048112,ANAL-211104-0043,집에서이랗게 편하게 키잴수있으니 너무 좋고가볍고 좋아요
0,RVD-220301-0048111,ANAL-211104-0043,좋아요 한동안 계속 살까 말까 고민했지만사보니 편하네요ㅎㅎ
0,RVD-220301-0048110,ANAL-211104-0256,좋네요 ㅋㅋ 깔끔하게 잘정리했어요
0,RVD-220301-0048109,ANAL-211104-0138,잘 설치 했어요 ㅎ
0,RVD-220301-0048108,ANAL-211104-0138,튼튼하지 않아서 못질해야겠네여ㅜㅜ
0,RVD-220301-0048107,ANAL-211104-0138,잘받아서 사용하고 있어요자유롭게 꺾어져가며 사용할수 있어 좋네요감사합니다
0,RVD-220301-0048106,ANAL-211104-0155,괜찮네요 아이가 좋아하네요
0,RVD-220301-0048105,ANAL-211104-0155,거품도잘나고향도좋고아기가좋아해요
0,RVD-220301-0048102,ANAL-211104-0155,배송도 빠르고 상품도 좋아요
0,RVD-220301-0048101,ANAL-211104-0155,잘쓸께요
0,RVD-220301-0048100,ANAL-211104-0155,목욕싫어하는 아기가 꽤오래 욕실에서 놀았어요목욕때문인지 평소보다 잠도 잘잤어요
0,RVD-220301-0048099,ANAL-211104-0155,아이가 반신욕을 좋아해요
0,RVD-220301-0048098,ANAL-211104-0155,재구매아이들이 너무 좋아해서 재구매했어요
0,RVD-220301-0048097,ANAL-211104-0155,러쉬쓰다가 반짝이 같은게 있어서 갈아탑니다
0,RVD-220301-0048096,ANAL-211104-0155,한통디써가요 하나 더 구매하려구요 아기가 좋아해요
0,RVD-220301-0048082,ANAL-211104-0115,고리가 커서 암꺼나 다 걸어도되고 편해요
0,RVD-220301-0048081,ANAL-211104-0115,유모차 아래 짐놓는 공간이 좁아서 다른 짐이 생기면 맨날 가방때문에 난감했는데 진작 살걸 그랬어요 편하고 좋아요
0,RVD-220301-0048080,ANAL-211104-0126,배송 빠르고  제품이 큼직하니 아기가 밟고 올라서기에 안정감 있네요
0,RVD-220301-0048079,ANAL-211104-0126,편하게 쓰고있습니다
0,RVD-220301-0048037,ANAL-211104-0136,설치 했는데  튼튼해요
0,RVD-220301-0048036,ANAL-211104-0129,배송 빠르고 좋습니다
0,RVD-220301-0048035,ANAL-211104-0136,상품 너무 마음에 들어요
0,RVD-220301-0048033,ANAL-211104-0129,상품 너무 마음에 들어요
0,RVD-220301-0048032,ANAL-211104-0129,튼튼하고 좋습니다길이가 좀 길어서 고민했는데 생각보다 견고합니다물론 길어서 다른 조치를 하긴했지만 상품자체는아주 견고하고 좋습니다
0,RVD-220301-0048030,ANAL-211104-0129,상태가 아주 좋고 견고합니다
0,RVD-220301-0048029,ANAL-211104-0136,상태가 아주 좋고 견고합니다
0,RVD-220301-0048028,ANAL-211104-0129,아가가 주방 서랍을 다 열어 요리할때면 겐세이가 심해서 설치했는데 고정도 잘안되고 무용지물이라 악세사리좀 추가 구매해서 고정을 잘해봐야 될거같네요 90도로 열어놓으면 고정도 되서 무척 편하긴해요 많이 파세요
0,RVD-220301-0048027,ANAL-211104-0136,아가 주방출입 방지용이요 많이 파세요 조아요조아요조아요
0,RVD-220301-0048026,ANAL-211104-0129,배송도 빨랐고 생각보다 만듬새가 맘에드네여
0,RVD-220301-0048025,ANAL-211104-0129,배송빠르고 좋아요 굳
0,RVD-220301-0048024,ANAL-211104-0136,엄청 튼튼해요 좋아요
0,RVD-220301-0048023,ANAL-211104-0129,힘에 못이겨 휘어버리네요 원래 이래요 
0,RVD-220301-0048022,ANAL-211104-0136,사이즈가 딱 맞고 좋아요
0,RVD-220301-0048021,ANAL-211104-0129,재구매배송도빠르고좋습니다
0,RVD-220301-0048020,ANAL-211104-0129,좋아요 좋아요  좋아요ㅎ
0,RVD-220301-0048019,ANAL-211104-0129,아이들 키우는집에 필수템인듯
0,RVD-220301-0048018,ANAL-211104-0136,너무 좋아요 잘쓸께요
0,RVD-220301-0048017,ANAL-211104-0053,식탁상판이 두꺼워서 넉넉한사이즈를 원했는데 잘구매했어요
0,RVD-220301-0048016,ANAL-211104-0053,아기있는집은 필수같아요
0,RVD-220301-0048015,ANAL-211104-0053,감사합니다수고하세요
0,RVD-220301-0048013,ANAL-211104-0152,우리아기는 아직 5개월이라서 조금 의자가 크긴하지만 그래도 잘 앉아 있어요어디 갈때마다 의자 필요했는데 너무 좋아요옆에 팔걸이도 있어서 더 안전한거 같아요
0,RVD-220301-0048012,ANAL-211104-0152,휴대용으로 딱입니다 이유식 초기에는 아기 허리에 힘이 없어서 범보의자에 앉혀서 먹이다가 허리 힘 생기면서 의자에 앉히니 잘 앉아 있더라구요 무엇보다 의자가 콤펙트해서 휴대에 편리합니다 장거리 국도 이동 중 이유식 시간에 길가다 차세우고 차안에서 의자 펴고 먹일수 있었네요 
0,RVD-220301-0048011,ANAL-211104-0152,튼튼하고 접기편해서 잘 사용하고있어요
0,RVD-220301-0048010,ANAL-211104-0152,너무이뻐용 최고에요
0,RVD-220301-0048009,ANAL-211104-0006,잘 사용하고 있습니다 짱짱하고 좋네요
0,RVD-220301-0048008,ALL,재구매좋아서 계속 재구매 중이예요
0,RVD-220301-0048007,ANAL-211104-0050,재구매좋아서 계속 재 구매합니다
0,RVD-220301-0048006,ANAL-211104-0049,재구매좋아서 계속 구매하고있어요
0,RVD-220301-0048005,ANAL-211104-0055,재구매좋아요 추천해요 추천
0,RVD-220301-0048003,ANAL-211104-0050,재구매하려고 합니다 좋아요
0,RVD-220301-0048002,ANAL-211104-0052,아주 좋아요 이제 안전합니다
0,RVD-220301-0048001,ANAL-211104-0050,아주 좋아요 만족합니다
0,RVD-220301-0048000,ANAL-211104-0049,재구매식탁다리에  붙였어요 아기가 크면서 이리저리 부딪히네용  ㅠ 덕분에 한시름 놓입니다
0,RVD-220301-0047999,ANAL-211104-0054,폭신폭신하고 좋아요
0,RVD-220301-0047998,ALL,아기 잡고서도 불안하지 않구요두께도 적당하네요여자혼자서도 공사가능 해요 추천합니다
0,RVD-220301-0047997,ANAL-211104-0048,예쁘고 안전하게  모서리를  마무리 하였다
0,RVD-220301-0047996,ANAL-211104-0049,모서리 부분에 좀더  넓고  튼튼하게  마무리 하였다
0,RVD-220301-0047995,ANAL-211104-0048,저렴하고 좋아요 가격대비 짱입니다
0,RVD-220301-0047994,ANAL-211104-0049,재구매전에 시켰는데 좋아서 또 시켰어요 튼튼하고 좋아요
0,RVD-220301-0047993,ALL,9개월 아기가 잡고 서는데 재미들려서 다치기 전에 집안 뾰족한곳에 붙이려고 샀어요고급형 생각보다 두툼해요 ㅎㅎ 잘붙고 만족합니다 W형은 잘 구부러져요
0,RVD-220301-0047992,ANAL-211104-0050,9개월 아기가 잡고 서는데 재미들려서 다치기 전에 집안 뾰족한곳에 붙이려고 샀어요고급형 생각보다 두툼해요 ㅎㅎ 잘붙고 만족합니다 W형은 잘 구부러져요추가 구매했어요
0,RVD-220301-0047991,ANAL-211104-0050,정말 도톰해요 ㅋㅋ 붙일때 진짜 신중해야함 제거가 너무 어려워요 업체 부르면 10줄에 10만원 막 이래요 ㅋㅋ
0,RVD-220301-0047990,ANAL-211104-0049,제거할때 너무 힘들지만 둘째를 위해 다시 또 샀어요 ㅋㅋ 손쉬운 제거 방법도 함께 알려주면 좋겠어요 붙이는 위치  소재  햇빛을 받는지모든 상황에 따라 제거 방법이 다름 ㅜ
0,RVD-220301-0047989,ANAL-211104-0050,둘째를 위해 다시 샀어요 ㅋㅋ
0,RVD-220301-0047988,ANAL-211104-0109,아가가 호기심이많아서 아직 적응을 못하네요 사이즈는 늘려서 조절하니 안조이게 잘맞아요
0,RVD-220301-0047987,ANAL-211104-0109,잘늘어나진 않네요 저희아가가 머리가 좀 큰편인가봐요 요거는 조여서 불편해하네요ㅜㅜ
0,RVD-220301-0047985,ANAL-211104-0109,너무잘구매한것같습니다
0,RVD-220301-0047984,ANAL-211104-0109,좋아용 좋아여ㅔ
0,RVD-220301-0047983,ANAL-211104-0109,좋아요 좋아요 좋아요
0,RVD-220301-0047982,ANAL-211104-0109,아기가 머리가 작은편이라 좀 헐렁거리긴 하는데 머리 감을 때 편할거 같아요
0,RVD-220301-0047981,ANAL-211104-0110,좋아요 첨엔 좀짱짱하지만 물 잘안흐르고 아이도 편해합니다
0,RVD-220301-0047980,ANAL-211104-0110,일단 디자인에 아이들이 좋아해요 가격대비 좋은듯
0,RVD-220301-0047958,ANAL-211104-0074,고정은 좋은데 연결부 힘이 약해서애기가 당겨도 간혹 빠지네요
0,RVD-220301-0047956,ANAL-211104-0047,재구매두꺼워서 마음이 놓입니다
0,RVD-220227-0067304,ANAL-211104-0226,금방 떨어져서 스티커로 고정중입니다
0,RVD-220227-0067303,ANAL-211104-0226,튼튼하고 깔끔해서 넘 만족합니다
0,RVD-220227-0067295,ANAL-211104-0185,매장에  장식용으로 구매했습니다구매했던 상품이라  재구매했어요
0,RVD-220227-0067292,ANAL-211104-0160,잘쓰고 있습니다 잘쓰고 있습니다
0,RVD-220227-0067291,ANAL-211104-0159,한달 뒤에 물품 받았어요 ㅠㅠ
0,RVD-220227-0067290,ANAL-211104-0159,택배파업지역이라 좀 뱨송기간 걸렸어요그래도 좋습니다
0,RVD-220227-0067289,ANAL-211104-0159,내구성은 그닥 좋은 것 같지는 않으나 ㅎㅎㅎ 사이즈가 작아서 매일 분리수거 해야 할 것 같아요
0,RVD-220227-0026963,ANAL-211104-0275,아직 설치전이지만 저렴히 구매해서 일단만족
0,RVD-220227-0026962,ANAL-211104-0066,손톱이 날아가요 ㅠㅠ
0,RVD-220227-0026961,ANAL-211104-0066,아기 손톱 자르는게 쉽지 않아 못자르고 손싸개를 계속 해주고 지냈는데 손으로 잡고 주먹고기먹고 이러한 발달에 문제가 있을거 같아 트리머를 구매했습니다오자마자 바로 사용했구요 제일 소프트단계로 해서 사용하니 위험하진 않지만 갈리는게 울퉁불퉁하게 갈려서 여러번 해서 부드럽게 해줘야하네요
0,RVD-220227-0026960,ANAL-211104-0066,굉장히 잘 다듬어져나가네요 조심해서 써야할 것 같아요
0,RVD-220227-0026959,ANAL-211104-0066,손톱가위로 아기손을 두번 상처 낸 후 가위로 못 자르겠어서 구입했어요 처음 사용했는데 아직은 사용하는게 어색하지만 그래도 아기가 다치지 않게 사용할 수 있어서 만족합니다
0,RVD-220227-0026958,ANAL-211104-0066,아기테아직 안해봤는데 편할꺼같네요
0,RVD-220227-0026957,ANAL-211104-0066,아직 제가 사용을 잘 못하겠네요 ㅠ
0,RVD-220227-0026956,ANAL-211104-0066,제가 기술이 별론가 저랑 안맞는것같네요
0,RVD-220227-0026955,ANAL-211104-0066,아기 손톱 정리하기 넘 편하고 좋아요
0,RVD-220227-0026954,ANAL-211104-0066,아기 손톱자르다가 살을 잘라버려서 ㅠㅜ 바로 알아보고 주문했습니다 아가가 이제 막 움직여서 사용하기 힘들긴해도 손톱깍기보다 훨신 안전하고해서 사길 잘했다는 생각 매번합니다 저는 강추합니다
0,RVD-220227-0026953,ANAL-211104-0066,다른 제품들보다 디자인과 색이 마음에 들었어요 제손톱과 남편 손톱에 먼저 해봤는데 아가한테 해도 위험하지 않을것같아요
0,RVD-220227-0026952,ANAL-211104-0066,좋은상품 빠른배송 굿이에요
0,RVD-220227-0026951,ANAL-211104-0066,손톱가위로 하면 항상 날카로워서 아이 얼굴에 상처가 났어요 트리머 한번 사봤는데 덜 날카롭네요
0,RVD-220227-0026950,ANAL-211104-0087,불이 좀 쎘더니 녹았네요ㅠㅠ 잘 조절하면서 써야할거같아요
0,RVD-220227-0026949,ANAL-211104-0087,깔끔해서 너무 좋아요
0,RVD-220227-0026947,ANAL-211104-0154,돗꼼 패턴 너무 귀여워요 바람넣는게 조금 어려웠는데 애기도 편하게 앉아있고 휴대하기 좋을것 같아요
0,RVD-220227-0026946,ANAL-211104-0154,목을 잘못가누어 사슨데 만족입니다
0,RVD-220227-0026945,ANAL-211104-0154,바람이 빵빵하게 안들어가서 교환한번 했는데 바람 넣기가 넘 힘들었어요 ㅠ 결국 뒤쪽에 튜브 형식으로 입으로 불어서 넣었네요  그래도 빵빵하게 들어간 느낌은 모르겠어요 그냥 대충 써요
0,RVD-220227-0026944,ANAL-211104-0154,디자인도 귀엽고 목받침도 있어 구매했어요친구가 비슷한 상품을 사용중인데 강추하더라구요
0,RVD-220227-0026943,ANAL-211104-0154,너무이뻐용빨리써보고싶네용
0,RVD-220227-0026942,ANAL-211104-0154,디자인도 내구성도 너무 마음에 들어요
0,RVD-220227-0026941,ANAL-211104-0154,   ㅠㅠ 원래 등받이 부분 주름이 안펴지는게 맞나요 ㅠㅠㅠ 빵빵함을 기대했는데 ㅠ 빵빵할때까지 펌프질 하면 터질까바스  ㅠ 좀 알려주세요 ㅠ
0,RVD-220227-0026940,ANAL-211104-0154,품절 풀리길 기다린 보람이 있네요 ㅎㅎ
0,RVD-220227-0026939,ANAL-211104-0154,배송빠르고 좋아요살짝 빵빵하게 바람이 안들어가는거 같아요 ㅠ
0,RVD-220227-0026938,ANAL-211104-0154,아직 바로 사용하진 않았지만 너무 귀여워요ㅎㅎ
0,RVD-220227-0026937,ANAL-211104-0154,너무 귀여워요
0,RVD-220227-0026936,ANAL-211104-0154,너무 귀여워요  바람도 한손으로 쉽게 슝슝 들어갑니다 남은 일은 아기가 잘 앉아쥬는 것 뿐
0,RVD-220227-0026935,ANAL-211104-0154,힌달을 기다린 보람이 있ㄴㅔ요 거울공주님 소프트의자에서 거울보니 넘 예뻐요
0,RVD-220227-0026934,ANAL-211104-0154,말랑말랑하니 아기가 앉기 좋아요ㅋ
0,RVD-220227-0026933,ANAL-211104-0154,맘에들어요 배송도 빠르고 잘사용하겠습니다
0,RVD-220227-0026932,ANAL-211104-0154,넘나예쁜의자 사이즈가다른의자보다좀널널한것같아요 오래앉힐듯
0,RVD-220227-0026931,ANAL-211104-0154,80일아기에요 제법 잘 앉는데 아직 편해보이진않네요
0,RVD-220227-0026930,ANAL-211104-0154,올리브랑 고민하다가 돗꼼햇는데 하길 잘한거 같아요너무 예쁘네용 곧 둘찌 출산인데 빨리 목가누고 써보고싶네요ㅎㅎ
0,RVD-220227-0026929,ANAL-211104-0154,배송도 빨랐고 150일 아기 너무 잘 앉아 있어요
0,RVD-220227-0026928,ANAL-211104-0082,재구매아이가 문못 열어 안전해요
0,RVD-220227-0026927,ANAL-211104-0069,양치할때마다 전쟁이었는데 이건 애기가 입을 벌려줘요 너무 좋아요
0,RVD-220227-0026926,ANAL-211104-0153,바람이자꾸빠져요스위마바튜브는 그대로던데디자인은예쁘나 실망스럽네요
0,RVD-220227-0026925,ANAL-211104-0153,폭신하고 애기가 좋아해요
0,RVD-220227-0026924,ANAL-211104-0153,둘째 태어나고 처음으로 첫째꺼 물려받는게 아닌 둘째템이 생겼는데 너무 예쁘고 예쁘고 ㅠㅠ 누나가 자꾸 자기꺼라고 뺏어 앉아서 하나 더 사야하나 싶어요 
0,RVD-220227-0026923,ANAL-211104-0153,선물해 줬는데 잘사용한데여
0,RVD-220227-0026922,ANAL-211104-0072,후기가 좋아서 배냇머리 밀려고 구매했어요
0,RVD-220227-0026921,ANAL-211104-0072,가격도 좋고 배송도 빠르네요
0,RVD-220227-0026920,ANAL-211104-0072,사용전이지만 좋아 보입니다
0,RVD-220227-0026919,ANAL-211104-0072,첫 이발 때잘썻습니다
0,RVD-220227-0026918,ANAL-211104-0072,초보 엄마도 길이 조절 할 수 있는 점이 좋았습니다
0,RVD-220227-0026917,ANAL-211104-0072,배송이 너무 오래걸렸지만 제품은 괜찮네요아이가 첫개시했습니다앞머리 바로 날라감요 잘 깍여요
0,RVD-220227-0026916,ANAL-211104-0072,받자마자 열어보았는데 우와ㅋ구성좋네요 필요한거 다들어있구 가위로만 머리잘라줬는데 이젠 요걸로 활용해볼께요 해보지않아서 예쁘게 잘릴지는 모르겠지만여 아들아 안이뻐도 깔끔하게는 잘라주께
0,RVD-220227-0026915,ANAL-211104-0072,첫 이발 성공적으로 했어요 ㅎㅎ구성도 좋은 거 같아요
0,RVD-220227-0026914,ANAL-211104-0072,편하고 너무 좋아요 스펀지란 가운이랑 빗이랑 구성이 너무 좋아요
0,RVD-220227-0026913,ANAL-211104-0072,아직 쓰기 전이긴한데 신랑 팔뚝에 실험해 보니 잘 밀려요ㅋ아가용 이긴하나 소음은 조금 있는 편이고 그립감이 좋네요 글고 딴 제품에 없는 0미리랑 사선이 들어 있어요
0,RVD-220227-0026912,ANAL-211104-0072,둘째가 미용실을 너무 거부해서 한번 구매해봤어요 가격이 저렴한데 구성이  좋네요빗까지 다 들어있고아직 아기한테 해보지는 않았지만  잘 되리라 믿어요
0,RVD-220227-0026911,ANAL-211104-0072,배송도 빠르고 너무 좋아요구성품도 너무 좋고  소음도 크지 않아 사용하기 좋습니다
0,RVD-220227-0026910,ANAL-211104-0072,아기머리카락 밀려고 구매했는데 잘사용할게요
0,RVD-220227-0026909,ANAL-211104-0072,가볍고 저소음이라 그런지 아가가 머리깎을 때 울지 않네요 들쑥날쑥 배냇머리 정리할 때 쓰기 좋습니다
0,RVD-220227-0026908,ANAL-211104-0072,좋아요좋아요좋아
0,RVD-220227-0026907,ANAL-211104-0072,아이가 너무 싫어해서 못 쓸거같아요ㅠㅠ 제대로 못 써봤어요
0,RVD-220227-0026906,ANAL-211104-0072,아기를 재우고 사용하는데 소리가 안심해 깨지않고 잘라서 와이프가 좋아합니다
0,RVD-220227-0026905,ANAL-211104-0072,사용하기 너무 숩고 편하네요 소리도 약한거같아요 아기가 거부감없이 잘 있어줘서 후딱 끝냈어요
0,RVD-220227-0026904,ANAL-211104-0072,아가 백일 삭발용으로 구매하였어요 잘밀립니다
