ANAL_CODE,KEYWORD_GUBUN,KEYWORD_POSITIVE,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0014,1,P,1,가격이 너무 저렴해서 자석이약할까봐 걱정했는데 엄청쎄네요,좋아요좋아요,닫았다 해서 위험대비 샀는데 잘 산거 같아욭 벽에 딱붙고 좋내여,,,,,,,
ANAL-211104-0014,1,N,1,완전 쓰레기에요도통 분리가 안되는데 어떻게 설치를 하라는지 모르겠네요다른 제품 사세요,자석이 엄청세고 좋지만 새제품 아닌것 같아요  긁힌자곡 도 많고 반품 귀찮아서 그냥 썼어요,분리하고 못박야할때 분리가 안되서 애먹었어요 5개샀는데 2개가 안되었어요 ,,,,,,,
ANAL-211104-0172,1,P,0,이제 이 본드랑 모노플랫 사랑할 듯  붙이는 노하우도 생겼어요 본드 바르고 부착하고 나서 밀리지 말라고 스티커붙일 때 하단도 붙여주세요 양사이드만 했을 때 어떤건 시간 지나니까 하단이 사알짝 내려오더라구요첫번째 동영상 참고 진짜 무타공이 이렇게 타공마냥 튼튼해서 아무리 때려도 안 부서지고 최고 디자인도 예쁘고 제 주방은 모노플랫이 다 해먹었어요ㅠ 더 사려구요 짱짱,욕실에 컵이 자꾸 물때가 껴서 고민중에이걸 발견했네요 예쁘고 너무 실용성있어요잘쓸게요,함께 동봉된 본드를 사용하지 않고 정리가 필요한 곳에 수납식으로 쓰고 있습니다 이렇게 써도 좋은것 같아요 ,재구매튼튼하고 디자인도 너무 좋아요,,,,,,
ANAL-211104-0131,1,P,1,빠른 배송 너무 좋아요,생각보다 크네요 좋습니다,,,,,,,,
ANAL-211104-0129,0,P,0,좋아요,튼튼하고,설치,너무,아기가,22.99,10.46,8.98,6.97,6.52
ANAL-211104-0129,1,P,0,너무 너무 만족스러워요,재구매두번째 구매 입니다,재구매튼튼하고 좋아요,너무 좋아요,튼튼하고 좋아요,,,,,
ANAL-211104-0129,0,N,0,아기가,설치,너무,그냥,자꾸,6.46,5.34,3.69,3.65,3.37
ANAL-211104-0129,1,N,0,튼튼하고  아이들이 잡고 흔들어도 끄덕없구요쌍둥이 키우면서 한아이는 화장실에 자꾸 들어가고한아이는 신발 신는다며 현관에 자꾸 나가서 화장실하고 현관 두군데 설치했는데 아이들이 손가락이나 몸 끼임없이 안전해서 좋더라구요,왜 그런지는 저도 의문입니다,이제 아기가 못나가겠어요,최소 두개는 사셔야 합니다문턱 받침대도 기본적으로 안전문이랑 사이즈가 같은거라규 생각고 미처 확인을 못했어요게다가안전문 설치 다 하고 보니까 받침대를 먼저 끼우고 설치해야되더라구여그래서 귀찮아서 그냥 받침대는 설치 안했어요,구매 페이지에 나와있는 확장 패널 구매 예시가 있어서 편했어요,,,,,
ANAL-211104-0129,0,P,1,좋아요,너무,다시,안전문,설치,8.28,6.77,5.49,5.45,5.18
ANAL-211104-0129,1,P,1,기본베이스만 삿다가 문이 너무길어서 확장형 추가구입했네요,안전문 설치시 110센치여서 추가 확장패널이 필요하여 주문하였습니다,딱먖고흔들림이없어좋네요기존 화강패널 45cm 밀려서 다시 30cm재구매 탄탄하니  좋네요,문이 아닌 현관이 설치하려고 길이를 재보니 123cm 정도 되더라구요,좋아요만족합니다주방쪽에 하려고 추가패널 구입했어요,,,,,
ANAL-211104-0129,0,N,1,자꾸,안전문,그냥,두개,너무,6.7,4.18,3.7,3.36,3.36
ANAL-211104-0129,1,N,1,그치만 고정받침대를처음에 주문안했더니 안전문과 연장패널 연결부위가자꾸 흔들리고 휘어서 고정받침대 추가구매후설치했더니 안전감있게 고정되네요꼭 같이구매하세요,확장 패널 진짜 별로에요연결되는  부분이 너무 헐거워요,주문하고 반품하고 다시 주문하고 다시 주문하고반품 배송비는 소비자 몫이 되니 짜증이 나네요,저희집이 딱 그 5센치가 아쉬워서 흔들리뷰가 도움이 되셧다면 도움이돼요 버튼을 꾸욱,설치가 좀 걸렸지만 설치하고나니 너무 편해요,,,,,
ANAL-211104-0246,0,P,1,너무,예쁘고,제품,사막화,같아,2.32,1.65,1.48,1.24,1.0
ANAL-211104-0246,1,P,1,제품이 화이트색상이라 인테리어용으로도 너무 예쁘고 크기도 좋고 내구성 좋아보여요 잘쓰겠습니다,디자인이 예쁘고 분리가 되는점이 좋을거 같아서 구매 하였는데  전에 쓰던 이만원 짜리 화장실이 오히려 더 좋습니다사막화 너무 심하고 사막화가 고양이가 위에서 올라와서 내려올때 생기는게 아니라 아래 분리되는 공간에서 모래가 사방팔방 다 튀어나와 벤토 썼다가 집이 모래밭이 될거 같아서 두부로 바꿨는데 벤토보단 낫지만 그래도 사막화 심각해요,다행이 사개월 아기라 크기는 적당한데 스스로 열고 들어가는건 못하네요,디자인이 예쁘고 분리가 되는점이 좋을거 같아서 구매 하였는데  전에 쓰던 이만원 짜리 화장실이 오히려 더 좋습니다사막화 너무 심하고 사막화가 고양이가 위에서 올라와서 내려올때 생기는게 아니라 아래 분리되는 공간에서 모래가 사방팔방 다 튀어나와 벤토 썼다가 집이 모래밭이 될거 같아서 두부로 바꿨는데 벤토보단 낫지만 그래도 사막화 심각해요 ㅋㅋㅋㅋ,,,,,,
ANAL-211104-0246,1,N,1,조립 설명서 없길래 공식 사이트 들어가서 보니까 만원 더 쌈 4만9천원에 샀는데 3만9천원임 배민 리뷰도 안쓰는 사람인데 억울해서 리뷰씀,,,,,,,,,
ANAL-211104-0234,0,P,0,좋아요,쉽게,붙였어요,좋네요,예쁘고,3.62,2.54,2.3,2.22,1.93
ANAL-211104-0234,1,P,0,만족이요 벽이 삐둘어서 그런지 조금 기우뚱하게 붙여지기눈 했지만 만족이요  예쁘네요,최고 너무좋아서 다음달이사가면 아이방  놀이방까지 다 이걸로 도배할생각중이에요,아이한테도 안전하고좋고 일단 벽에 해놓으니 평소 우풍이있었는데 우풍도막아주고 이래저래 사용용도가많네요,푹신푹신하고 아기가 머리를 안박아서 좋아요,잘 받았습니다,,,,,
ANAL-211104-0234,0,N,0,만족합니다,,,,,1.44,,,,
ANAL-211104-0234,1,N,0,아이보리랑 하늘색 두가지 샀는데 하늘색은 무슨 재고품 배송해준것처럼 뒷면이 누리끼리하고 뻣뻣하게 굳어있네요,울아기 굴러다니면서 자서 고민하다가 샀는데 이쁘네요,내딸 머리 다치지말라고 벽매트알아보다가 아가드라는데가 온통 안전하고 연관되있어서 믿고 구매했어요,이사가거나 나중에 뗄때가 좀 걱정되지만 좋아요,넘 좋네여 배송도 엄청빠르고 가격대비 엄청좋네요,,,,,
ANAL-211104-0234,0,P,1,좋아,,,,,1.37,,,,
ANAL-211104-0234,1,P,1,푹신푹신함생각했던 것보다 쿠션감 좋아요,,,,,,,,,
ANAL-211104-0234,1,N,1,고정테이프가다소허접함,애기가 자면서 벽에자꾸 머리를박아서 구매했는데 이제 쿵쿵부딪히는 소리안나서 안심이예요,감촉과두께모두만족그러나색감이촌스러움화이트 컬러는 매우 만족스러워요그런데 핑크가 좀 너무 진한 핑크예요살짝 촌스러워요 세련되고 화사한 베이비 핑크를 원했던 입장으로서는 많이 아쉬워요 선택할 수 있는 핑크색이 이것 뿐이라서 구매할 수밖에 없었지만 ,반품된걸2개나보내줌뒤에스티커뛴자국,,,,,,
ANAL-211104-0088,0,P,0,좋아요,배송도,빠르,만족,깔끔하,3.53,1.7,1.14,0.88,0.83
ANAL-211104-0088,1,P,0,덕분에 전선정리 깔끔하게 잘했어요,배송도 빠르고 다음에 또 구매할께용,좋아요,합니다,전선이 깔끔하게 정리되서 너무나 좋아요,,,,,
ANAL-211104-0088,1,N,0,아기가 전선에 늘달려들어서 숨겨놨어요 길이에 맞게 잘라서 사용하고 있네요 좋아요자를때 문구용 커터칼 사용했는데 좀 힘들지만 불가능하진 않아요 ,잘샀어요 가성비짱,,,,,,,,
ANAL-211104-0088,0,P,1,깔끔하게,너무,좋아,그냥,좋고,2.36,1.93,1.76,1.76,1.45
ANAL-211104-0088,1,P,1,아주 좋네요,좋아요좋아요좋아요좋아요,상세에 보이는거 그대로입니다배송도 너무 빠르고요 제품이 너무 좋고 퀄리티도 좋고 너무 만족스럽습니다다른분들에게도 추천하고 있어요,이이거최고  완전 최고굵은 선 랜선 가는선 이렇게 3개까지 꾸겨 넣을 수 있어요,정리하기너무좋네요쓰기편해요,,,,,
ANAL-211104-0088,0,N,1,자르,,,,,1.91,,,,
ANAL-211104-0088,1,N,1,책상 배치 바꾸면서 또 필요하게 돼서 샀습니다,트레이 분리해서 살짝 자르고 구부리고 자르면 잘 잘립니다,,,,,,,,
ANAL-211104-0074,0,P,0,좋아요,만족합니다,아기가,추천합니다,깔끔하고,9.27,3.28,2.64,1.93,1.84
ANAL-211104-0074,1,P,0,여닫이 중문 고정용으로 구매했어요,잘 사용하고 있습니다,양념통 있는 싱크대 장을 열어벌써 사고를 한바탕다이에서 구매한건 아이가 잡아당기니 금방 풀렸는데요건 풀리지도 않고 좋아요든든합니다,재구매매우 좋아요,맘에 들어요,,,,,
ANAL-211104-0074,0,N,0,아기가,좋아요,자꾸,만족,서랍,4.85,2.31,2.07,1.54,1.31
ANAL-211104-0074,1,N,0,너무 약해요,좋아요,씽크대 서랍 못열게 하는 제품 디자인별로 다 주문 했는데 이게 제일 맘에 듬  열기가 너무 까다로우면 어른도 불편한데 이건 편하게 만들어졌네여,9개월 아기인데 자꾸 서랍을 열려고 해서 주문했어요몇 번 시도하다 안열리니 관심을 안 두네요그래서 만족합니다,주방문이 서로 마주보고 열리는데 어떻게 달아야 최대한 문이 적게 벌어지는지한번 실패했어요하지만 이것도 기대이상,,,,,
ANAL-211104-0074,0,P,1,좋아요,아기가,좋네요,너무,아이가,10.08,8.3,5.45,4.99,3.71
ANAL-211104-0074,1,P,1,쓰기도 안 쓰기도 참 찝찝한상품 후기가 좋아서 믿고 샀는데 보고 살짝 실망했어요깨끗한 상품 부탁드려요,어직은 여는 방법을 몰라서 보기에도 쓰기에도 요거 좋습니다,아기가 이제 돌아댄기면서싱크대 열어서 냄비 후라이팬 다 끄집어내고 난리네요이정도 꺼내서 제가 다시 집어넣는건 일도 아니지만칼 보관함에 칼들까지 손댈까봐 바로 삿어요잘 붙어 잇구요,사용할수록구매하길잘했단생각이드네요여러번 구입하고 지인들한테도 많이 추천한 제품 이예요,아기가 못 풀어서 다행이에요,,,,,
ANAL-211104-0074,0,N,1,아기가,너무,자꾸,떨어,그냥,9.0,6.6,5.38,4.6,4.12
ANAL-211104-0074,1,N,1,천재소년에겐안통해여울애기16갤아기가 하도 여기저기를 열어서 닫아보려고 구매했어요근데요,첨엔 좋았는데 애가 두돌쯤 되니 막 흔들어대서 부서졌네요,돌지난 아기 주방 하부장 문을 계속 열어서 붙였어요,하 제가 이거만기다렸는데붙이고 좀 약하다싶었는데집에오자마자 뜯어내서 입에 넣고오더니  택 던지네요어휴  어찌해야할까요,야옹이가 자꾸 서랍을 열어서 샀는데 양옹이 힘 만으로도 뜨윽 뜯기고 문 열어요,,,,,
ANAL-211104-0181,1,P,0,약한듯 했어나 조립하고 나니 튼튼하고 좋습니다,일단 배송 너무 좋습니다 또 가볍더라고요 약하지 않을가 하고 옷을 걸어봤는데 지탱 해주는 힘도 좋고 무엇보다 두군데에 걸수 있다는 점이 맘에 듭니다,생각한거 보다 커서 충분한 옷 걸수 있을 거 같아요그리고 아래 고정용인거 같은 곳에 더 올려놓을 수가 있어서 좋은거 같아요그리고 사용 안 할경우에는 접으면 공간도 적게 차지해서 실용적이에요,옷방 자투리공간에 배치하여 자주 입는 옷 위주로 걸어 사용하고 있습니다 생각보다 많이 걸리고 튼튼해서 좋습니다,,,,,,
ANAL-211104-0181,1,N,0,인터넷에서 본대로 깔끔한 제품입니다 처음엔 불량제품이 와서 그 부분이 조금 아쉬웠습니다,,,,,,,,,
ANAL-211104-0181,0,P,1,튼튼하고,같아,좋아요,,,1.56,1.18,0.94,,
ANAL-211104-0181,1,P,1,X자라서 불편하지 않을까 걱정했는데 되게 튼튼하고 옷도 많이 걸 수 있을 것 같아요,좋아요bbb생각보다 튼튼하고 길어서 원피스 걸고도 남았어요,길이가 서로 달라 옷을 분리해서 걸수있어 좋아요,,,,,,,
ANAL-211104-0087,0,P,0,좋아요,자꾸,아이가,아기가,너무,8.81,4.59,4.51,4.38,3.95
ANAL-211104-0087,1,P,0,원래 가스렌지 막는 용이지만 저는 셋톱박스가림용으로 샀어요,사용법도 쉽고 튼튼한것같아 100프로 만족합니다,좋습니다,오대만족 추천해요요리할때마다 항상 불안했는데 맘이편해졌어요,아기의 안전을 위해 샀어요,,,,,
ANAL-211104-0087,0,N,0,아기가,이제,손이,좋아요,너무,2.54,2.33,2.23,2.14,1.96
ANAL-211104-0087,1,N,0,애가 가스레인지 옆에서 지렁이 인형으로 가스불에 장난치는거 보고 놀라서 구매한건데  완전히 막을 순 없어서 정반짜리 안전용품인거같아요,안전하고 좋아요,18개월되니 손잡이 있는 냄비 이젠 손에 닿는 키가 되더라고요 무서워서 미연의방지하고자 찾아보니 있네요,돌지난 아이인데 키가커서 손을 뻗으면 가스레인지가 닿아요,아기가 가스에 손을 데서 샀는데 잘 산것 같아요,,,,,
ANAL-211104-0087,0,P,1,구매,이벤트로,가스렌지,쿠팡체험단,상품을,3.52,3.21,3.12,3.11,2.49
ANAL-211104-0087,1,P,1,쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,그리고 사용하지않을때 열어놓을 수 있다는점도 꽤 좋았어요아기한텐 안전하지만 요리하는 사람에겐 조금 불편할 수도 있겠다 싶었거든요,간만의 득템 이에요아이가 있는 집 이라면 한번쯤 고민 하시고 현명한 선택 하시길 바래요 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,전 가스렌지 안전가드라 재질이 이럴꺼라고는 생각을 못했었거든요안전가드라 붙여놓으면 그래도 뜨거운 열기가 닿을텐데 불나는거 아닌가 싶어서 설명서 보니 안전하더라구요조금 더 사용해보고 후기 다시 남기겠습니다지금 상태로는 만족스러워요,걷는아이들이있는집이라면꼭설치하세요아가드 가스레인지 안전가드 후기를 남기자면 정말 잇템 이에요,,,,,
ANAL-211104-0087,0,N,1,가스레인지,구매,이벤트로,안전가드를,아이가,3.04,2.78,2.72,2.44,2.16
ANAL-211104-0087,1,N,1,가끔 기름이 엄청 많이 높게 튈때는 넘어오는 경우도 있지만 대부분 요리할때 나오는 기름 튀는 양념 뜨거운 물 화구에는 안전해져서 안심이에요설치방법은 무척 간단한데 설명서가 복잡하게 적혀있더라구요,아이의안전을위해14개월 된 아이를 키우고 있는데키가 점점 커지면서 손을 뻗으면 가스레인지에 닿겠더라구요음식을 할때는 못오게 하면 되겠지만음식 다하고 나도 잔 열감이 있으니깐 손이라도 닿으면화상을 입겠다,쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,더더욱 저희집 같은 구조면 해야할거같아요그리고 불이 안붙는 재질이라 안심도 되고 사용하지않을땐 옆으로 돌려놓음 되요 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,,,,,,
ANAL-211104-0114,0,P,0,있는데,너무,사용하고,,,1.68,1.18,1.14,,
ANAL-211104-0114,1,P,0,잘 쓰고 있는데 리필로 샀어요,,,,,,,,,
ANAL-211104-0303,1,P,1,시공해놓으면 고급스러워요화장실에1차 시공하고 모자라 다시구입시공참고로24시간 넘게꼭기다려야 잘부착됨니다만약 사워후에 12장 일어나면 실리콘으로 부착하면 확실합니다 너무좋읍니다 고급스럽고 심플합니다,욕실바닥 미끄럼방지용으로 구입  좋은데 가격이 좀,면적이넓어서좋아요,좋아요배송이 주말이었는데도 하루만에 와서 좋았고 상품도 써보니 괜찮은 것 같아요 맨발로 다니기엔 미끄러운데 신발 신으면 괜찮은 것 같아요,,,,,,
ANAL-211104-0303,0,N,1,애들,,,,,1.0,,,,
ANAL-211104-0303,1,N,1,이쁘긴이뻐요욕실바닥이 미끄러워서 샀는데이쁘긴 이뻐요 깔끔하고근데 몇개는 잘안붙는거같아요,나머지도 지금 상태가 영 불안해요불량인지 원래 이런건지 괜히 붙어잇는 애들 땜에 다른걸로 바꾸지도 못하고  리모델링전 애들용 뽀로로 붙엿던거는 3년째 안떨어지더만 이건 뭐죠,나머지도 지금 상태가 영 불안해요불량인지 원래 이런건지 괜히 붙어잇는 애들 땜에 다른걸로 바꾸지도 못하고 ㅠ 리모델링전 애들용 뽀로로 붙엿던거는 3년째 안떨어지더만 이건 뭐죠 ㅋㅋㅋㅋㅋㅋㅋㅋ,이쁘긴이뻐요욕실바닥이 미끄러워서 샀는데이쁘긴 이뻐요 깔끔하고근데 몇개는 잘안붙는거같아요 ㅠ ㅠ,,,,,,
ANAL-211104-0263,0,P,1,좋아요,벌레,좋네요,들어,너무,12.97,6.47,5.61,4.57,4.44
ANAL-211104-0263,1,P,1,모르고 있던 제품인데우연히 알게 되어잘 사용하고 있어요아이디어 제품이네요벌레 완벽 차단많은 것 같아도 온집안 둘러둘러붙이다,많이 파세요,필요해서 삿는데덕분에  벌레인들어오고 좋아요,갯수가 많아서 좋긴한데 세로 크기가 조그만 더 컸으면 좋겠네요,이걸로 창문 물구멍 막고 나서 하루종일 창문 열어둬도 모기 걱정 없어서 좋아요,,,,,
ANAL-211104-0263,0,N,1,벌레,너무,방충망,물구멍,모기,6.89,5.29,4.91,4.26,3.82
ANAL-211104-0263,1,N,1,그리고 항상 스티커 방충망 구매하실때는 가운데 구멍이 잘 뚫려있는지 확인해야합니다,붙이기간편하고좋네요이거안붙이면 망충망해나도 벌레들이 이구멍으로들어와서 이걸로막고는 그나마 문열때 안심이에요,잘맞아요,물 잘빠지고 벌레안들어오게 생겼네요그런데 포장이 너무 과한거 같아요,가격이 조금 저렴하긴하지만 방충망크기가  커서 다시사고싶네요,,,,,
ANAL-211104-0153,0,P,0,너무,좋아요,아기,아직,디자인,22.58,12.73,5.51,5.45,4.86
ANAL-211104-0153,1,P,0,빠른배송도 좋았어요,사이즈가딱좋아요,내장펌프가 있어서 편하고 생각다 몇번 펌프질 안했는데 빵빵해졌어요,외출 목욕 평소 앉을때 다다 유용해요,너무너무 좋아요,,,,,
ANAL-211104-0153,0,N,0,너무,아직,있어서,아기가,다시,7.51,4.53,3.5,3.5,2.94
ANAL-211104-0153,1,N,0,폭신해서 아기가 편하게 앉아있네요,색도이쁘고 바람도 잘들어가는데 마감이 에 비해 많이 떨어지네요,목받침이 있어서 아직 어린아가도 잠시 앉을수있을지 알고 구매했는데백일 아가는 안되겠어요사진찍을때나 잠시 앉히는 용도인데베개같은걸 대도 힘드네요얼른 커서 사용해야겠어요제품은 좋아요,제가 뽑기를 잘못한건가요 어찌 의자 3개가 전부 불량인가요인스타광고보고 산건데 의자색깔은 이쁜데 애기가 불편해보여요너무 푹 묻혀있어서요,다시 온것도 완전 일자는 아니지만 그래도 처음것보다는 많이 나아서 사용하려구요디자인도 색도 맘에들고 아가도 잘 앉아잇네요감사합니다,,,,,
ANAL-211104-0153,1,P,1,곧 100일인 아기 앉히려고 주문했어요일단 색상 너무 예쁘구요심플한게 좋아서 보자마자 구매했어요아기도 앉기 편해하고 좋아하네요샵링크를 통해 구매했어요,아기첫소프트의자로사용하기가성비좋음첫째때도 썼던 소프트 의자의자 첫 사용하는 아가들이겐 어깨랑 목받침이 높은게 훨씬 안정적이라 재구매했습니당다만 첫번째 받았던 제품에 구멍이 나 있어서 교환받았는데 물건 사용하실때 잘 확인해봐야할듯,잘앉아있고안정적이에요,너무좋아요,,,,,,
ANAL-211104-0153,1,N,1,마감이아쉽네요첫번째 사진은 마감이 잘 돼어 있어요 두번째 사진 보시면 마감이 이상하네요사용에 불편한 점은 없지만 눈에 바로 보이는 곳이라 별로였어요,,,,,,,,,
ANAL-211104-0309,0,P,0,너무,좋아,아이가,아기가,애기가,3.76,2.7,2.52,2.47,1.85
ANAL-211104-0309,1,P,0,변기를 너무 좋아해서 스티커도 붙이고 장난감처럼 가지고 놀아요,보이는 대로입니다,아직 앉아서 싸는 시늉만 내고있어요,안전하게 배송받았어요물소리가 나서 그런지 엄청 좋아해요아직 배변 훈련은 빠르지만아기가 자기 변기인거 아는지 앉았다가 일어났다가 물 내렸다가 장난감 넣었다가 계속 주변에서 놀아요너무 귀여워서 사진 첨부해용,화장실을 너무 사랑하는 아이라 장난감으로 구입했어요아이가 하루종일 가지고 놀아요,,,,,
ANAL-211104-0309,0,N,0,아기가,아이가,변기,제품,좋아해,3.91,2.75,2.12,1.4,1.32
ANAL-211104-0309,1,N,0,어린이집에 이 변기가 있는데 아이가 갑자기 거기서 배변훈련을 시작했다는 얘길 듣고 같은 제품으로 구매했어요,아직 본격적인 배변훈련 전이지만 아기가 좋아해요,아기가 화장실 변기에 앉으려고 해서 사줬는데 아기변기인줄 아는지 먼저 앉아서 물까지 내리네요,최대한 변기 비슷한애 찾았는데 아가드가 제일 비슷해요,변기랑 똑같이 생겨서 배변훈련에 더 도움이 될꺼같아요,,,,,
ANAL-211104-0309,1,P,1,배변훈련용으로구입배변훈련 시작하게 되어서 구입했는데 너무귀여워요 우선 앉는것 부터 하고있는데 소리도 나고 굿굿,두돌 앞둔 아기예요신기해서 앉아도 봤다가 다 분리도 시켜보고 다시 설치도 해보고 엄청 신났네요  응가 시늉도 하구요플라스틱이 너무 약해서 아기가 쓰다가 망가질까 좀 걱정인데 잘 써보겠습니다 ,,,,,,,,
ANAL-211104-0309,1,N,1,26개월아기쓸려고샀는데플라스틱이부실해요ㅜㅜ그냥 부실하네요하반품도 귀찮아그냥 쓰려고요,26개월아기쓸려고샀는데플라스틱이부실해요그냥 부실하네요하반품도 귀찮아그냥 쓰려고요,,,,,,,,
ANAL-211104-0028,0,P,0,귀여워요,좋아요,의자,,,2.2,1.66,1.26,,
ANAL-211104-0028,1,P,0,배송도 빠르고 좋습니다,귀여워요,네모난 다리에는 딱 안맞지만 색감이 귀여워요,예쁜데 저희집 의자가 얇아서 양말이 쏙빠져요,좋아요,,,,,
ANAL-211104-0028,0,P,1,귀여워요,귀엽,좋아,,,1.53,1.39,0.98,,
ANAL-211104-0028,1,P,1,4개씩세트로되어서쓸모있어요완전 이뻐요식탁의자 다리에서 소리가 나서 신겨봤는데소음도 거의 안나네요,4개가 1세트고 총 4세트가 들어있다는 걸 급하게 사느라 확인못했네요,혹시나해서 다른것도 몇번 갈라타봤지만 역시나 이것만한게 없었어요,귀엽고 무난합니다,,,,,,
ANAL-211104-0028,1,N,1,미루바닥 상처 노노,몇본의자빼면다빠져버림저는 이거 잔짜 비추예요 계속빠져 아침에 껴놓으면 저녁이면 다 양말을 벗고있어너무 화납니다,,,,,,,,
ANAL-211104-0313,0,P,0,배송도,구매했어요,빠르고,좋아요,마니,1.81,1.72,1.39,1.27,1.21
ANAL-211104-0313,1,P,0,사용편리하고 크기도 넉넉해서 좋아요좀 앏지만 충분합니다,마니파세요,배송도 빠르고 커서 좋네요,재구매상품 잘 받았습니다,집에 비닐이 없어서 얇다는 후기에 오히려 사야겠다 싶더라구요,,,,,
ANAL-211104-0209,0,P,0,좋아,있어,,,,1.04,0.9,,,
ANAL-211104-0209,1,P,0,이거 사길 잘한 것 같아요,2리터는 좀 작은듯한데 걸쳐놓을수 있는정도예요,이쁘고 좋아요,싱크대 옆에 놓고 쓰기 좋아요,,,,,,
ANAL-211104-0209,1,N,0,우선 음식물 쓰레기통으로 쓰기에는 너무 작아요 싱크대하수구 받이가 들어가지 않아 옆으로 다 떨어져요 화장대 쓰레기 통으로 써야겠어요,이건 걍 사시면 됩니당,,,,,,,,
ANAL-211104-0209,1,P,1,크기도적당하고깔끔해서좋습니다요리하면서 나오는 쓰레기들 버리는 용도로 쓰기 좋습니다자쥐하면서 음식물 관리하기 힘들었는데 많이 편해졌어요크기는 자취하면서 사용하기 좋은 사이즈인것 같습니다 강추,,,,,,,,,
ANAL-211104-0209,1,N,1,써보니만족스럽네요요리할때 대충 비닐봉지에 음식물쓰레기를 모아놨다가 버리곤 했는데 미관상 보기도 좋지않고 날파리 때문에 비닐봉지를 묶어놔도 위생적이지 않더라구요그때그때 간단히 쓰고자 음식물쓰레기 스탠드를 사봤는데 결과적으로 아주 좋네요비닐봉지를 안에 끼우기만 하면 되고 무엇보다 뚜껑이 있다보니 너무 위생적이고 편리하네요진작 살걸 그랬다는 생각이 듭니다  고민하시는 분들은 사시면 후회하지 않으실것 같네요,,,,,,,,,
ANAL-211104-0163,0,P,0,좋아요,너무,20리터,예쁘고,디자인,2.71,2.59,2.51,2.1,2.01
ANAL-211104-0163,1,P,0,디자인은 이쁜데 부피가 크고 그래도 좋아요,그리고 디자인이 정말 예뻐요 주방이 화이트톤이라서 더 잘어울리고 쓰레기통에 에스 고급지네요,크기는 커서20L봉지가 딱맞지않네요이거 빼고는 다좋네요,뚜껑도 스무스하게 열리고 디자인도 깔끔해서 좋아요,맙소사 너무 예뻐요쓰레기통이 예뻐요원래 매번 동그라미만 쓰다가 고장나서 네모난거사고싶었는데 오프라인에서는 20리터짜리 네모진건 잘 없더라구요배송도 좋고 상품도 다 좋네요지금까지 본 쓰레기통중 최고예요,,,,,
ANAL-211104-0163,0,N,0,봉투,,,,,1.0,,,,
ANAL-211104-0163,1,N,0,부드럽게 열리고 좋네요내부도 커서 좋아요하지만 20리터 쓰레기봉투 넣고 사용할려고 했는데 사각형의 모양이여서 그런지 봉투가 걸쳐지지 않아서 그 점이 아쉽네요,아 제품 측면이 찍혀있는 걸 받았어요너무 너무 짜증납니다 ㅠㅠ,,,,,,,,
ANAL-211104-0163,0,P,1,뚜껑,쓰레기통,있어,마음,,2.18,1.84,1.37,0.92,
ANAL-211104-0163,1,P,1,특히 뚜껑이 쾅쾅 안 닫히고 느리게 닫히는 기능이 제일 마음에 드네요잘 사용하겠습니다,댐퍼를 누르면 쓰레기통 뚜껑이 부드럽게 열리고 닫히는 것도 마음에 듭니다실용적이면서도 인테리어 효과까지 있어서 가성비가 좋은 제품이에요친척들이 놀러왔다가 쓰레기통이 예쁘다고 어디서 샀는지 물어봐서 괜히 기분이 좋았네요,예쁩니다쓰레기통없이 종량제 봉투에 그냥 담다가 하나 사봤어요예쁘고 심플해요,100점중80점박스 뾱뾱이 대충 해서 박스채로 배송하니 찌그러지고 칠 깨져있고디자인은 만족합니다,빠른배송 감사합니다,,,,,
ANAL-211104-0163,1,N,1,한가지문제가디자인색상크기 다괜찮은데 한가지문제가 있네요발판이 부실한건지 휴지통자체가 너무 가벼운건지 발판을 누를때마다 휴지통이 휘청거려요 기존꺼를 버려서 어쩔수없이 쓰긴하는데너무 불편하네요 ,최악이에요처음받고보니 박스는 터지고 너덜거리고 쓰레기통 뚜껑은 호일인지 찌그러져있어서 교환받았는데 똑같이요  주먹으로 펴봐도 찌글해요 귀찮아서 그냥 씁니다,배송문제였는지 찌그러져서 왔고20L봉투를 자주 사용해서산건데 봉투가 안들어가요디자인은 예쁜데 사용하기는 불편할거같아요 ,,,,,,,
ANAL-211104-0021,1,P,1,빠지지도 않고 저렴하고 너무 좋아요,의자발에딱맞아아주좋아요신축성이있어좋네요,,,,,,,,
ANAL-211104-0171,0,P,0,좋아요,선반,그릇,있어,너무,2.86,1.74,1.41,1.32,1.08
