ANAL_CODE,KEYWORD_GUBUN,KEYWORD_POSITIVE,SITE_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
ANAL-211104-0060,0,N,1,모서리,,,,,1.0,,,,
ANAL-211104-0060,1,N,1,푹신한쿠션있는 보호대는 자꾸 뜯어먹어서 투명으로 다시구매했어요그런데 이것은 모서리를 보호하는거같네요,딱딱해서요,,,,,,,,
ANAL-211104-0270,0,P,1,너무,아기가,아이가,좋아,변기,6.49,5.11,3.96,3.81,3.38
ANAL-211104-0270,1,P,1,여동생네 애기 민트로 선물해줬는데 잘 쓰고 있답니다크기도 앙증맞고 귀여워서 여아 배변훈련이 아주 순조롭게 잘 된답니다,불량이 있어 교환을 했지만 빠르게 처리해주셔서 너무 좋았어요,이뻐요 애기도좋아해요,배변훈련하기전에 미리산건데 딸이 좋아할거같아요,좋아요,,,,,
ANAL-211104-0270,0,N,1,아기가,변기,물내리는,소리,너무,3.18,2.7,2.44,2.2,1.55
ANAL-211104-0270,1,N,1,조카가 변기 소리 나는걸 좋아해서 변기에 앉아서 하는 습관 잡기가 편했어요,아가가화장실에서보던변기라그런지 오니까앉아보기도하고 좋아하는데 물내리는버튼이 약간불량입니다,뚜껑달린것도보고 아닌것들중에 고민하다가 푹신한바닥이랑 디쟈인이 제일 맘에 들어 구매하게됐어요,아기가 변기커버 잡아올리니 그냥 바로 망가졌습니다,개봉해서 닦아주니 바로 앉는 시늉하고 별 거부감 없네요,,,,,
ANAL-211104-0270,0,P,1,너무,좋아,아직,변기,아이가,4.86,2.92,2.26,2.09,1.97
ANAL-211104-0270,1,P,1,전반적으로헐거우나레버내리면물소리는끝내줌상품 허접합니다먼가 고정없이 전반적으로 헐거워요걍 장난감이다,너무 좋네요,생각보다튼튼함 아들내미 36개월인데 아직도 기저귀를너무 사랑하네요이거 들어온날 직접 앉아보더니 자기꺼라며연실 버튼내리고 바지를 막 벗으려해서놀랐습니다,애가좋아하니만족조립할때볼트가손을좀많이가게함디자인은 맘에드는데 물소리가 나서 애가 좋아하니 만족근데볼트길이맞지도않고 결국 인두기로 지져서 옆부분 깔끔하게 잘라내고 하니 맞네요,마음에들어요아직 써보진않았지만 아이가관심있어해요,,,,,
ANAL-211104-0270,0,N,1,너무,변기,나사,그냥,응가,4.9,4.69,3.37,3.13,2.47
ANAL-211104-0270,1,N,1,다 좋은데 생각보다 변기 앉는부분이 많이 작네요너무 커서 엉덩이 빠지는것 보다는 낫지만 음좀 많이 작아요,응가에 대한 책도 많이 읽어주고 좀 흥미를 보이는가 싶다가도 막상 응가는 변기에 앉질 않아서 어른변기랑 비슷하고 소리나는걸로 주문해봤어요,남아가 사용하기엔 쉬가 밖으로 튀어나와요 26개월 12키로 아가에겐 변기가 작네요,구입하고 다음날 가격이3000천원이나 떨어졌네요기분 나빠서 반품하려다 귀찮아서 씁니다,아기가 쉬야응가하고서  변기통 빼서 어른변기에 버리고 있는데  아기변기뚜껑이 고정이 안되서 혼자빼지 변기통 못빼니 짜증내요대체적으로 만족합니다,,,,,
ANAL-211104-0308,1,P,1,아기가 힘으로 밀어서 샀어요굿 돼지 잘 가뒀네요,안전문 설치 길이가 길어서 아무래도 불안한거 같아 주문했어요철제삼각대라서 무게감이 있어요마무리는 굉장히 엉성합니다 용접을 마구해 놓으셨어요확실히 지지역할은 해주니 좋긴합니다,주방에 아기가 자꾸 들어와서 설치했습니다 튼튼합니다돌아기가 매달려도 넘어가지 않습니다열고 닫는 것도 무척 편합니다앞 뒤로 열리고 반자동이라 아기가 다칠 염려가 적습니다놀러온 친구도 보고 구매의사를 밝혔습니다 친구들에게 추천하고 싶습니다받침대가 있어서 확실히 덜 흔들립니다,좋아요,,,,,,
ANAL-211104-0308,1,N,1,상품보다페인트다떨어지고페인트가루 다떨어지고 박스는 죄다터지고  물건은 아직 안써봐서 모름,무게가 은근 나가서 흔들리지 않게  잘 잡아줘요마감은 매우 좋지않아 별 두개 뺍니다손 다치기 딱 좋아요,,,,,,,,
ANAL-211104-0190,0,P,0,좋아요,깔끔하게,뚜껑,정리,,2.13,2.1,1.09,1.06,
ANAL-211104-0190,1,P,0,옆 손잡이부분으로 선도 뺄수있고  크기도 넉넉해 멀티탭까지 자질구레한 것들 쏙 넣을 수 있고  뚜껑이 나무라 위에 다른 소품 올려두기도 좋네요,깔끔하게 잘쓰고 있습니다,화장품보관함으로 쓰고싶어서 엄청 찾아보다 구매한건데 너무 깔끔하고 좋아요,큰사이즈 사려다가 혹시 몰라서 작은사이즈로 먼저 구매했는데 정리용으로 딱이네요,운동할때 입는 옷들만 따로 보관하려고 샀어욤다 안들어갈까봐 걱정했는데 크기가 생각보다 커서 좋아요,,,,,
ANAL-211104-0190,1,N,0,너무 가벼운 느낌이에요 사진보다 별로에요,사이즈 잘못시켯는데 그냥 속옥 수납장으로 씁니다,화장품이랑 테이블위에 물건들 깔끔하게 수납하고 싶어서 주문했어요 받자마자 플라스틱통은  한번 씻어서 쓰니 냄새도 없고 다른분들 후기보도 뚜껑 마감 걱정했는데 거친부분 없이 너무 맘에 드네요,,,,,,,
ANAL-211104-0190,0,P,0,깔끔하게,책상,샀는데,서랍,아주,3.16,1.93,1.87,1.68,1.44
ANAL-211104-0190,1,P,0,깊이도 생각보다 깊어서 전 화장품보관하고있습니다,일단 화이트에 우드라 넘 예쁘고요 네개라 용도 구분해서 차곡차곡 담아 책장에 딱 맞게 넣었어용 더 큰사이즈도 사서 써보려구요,작은물건들정리하기딱입니다책상이랑 서랍 위에 조그마한 물건들 정리하려고 샀는데 만족만족 대만족입니다,손잡이가있어서들기도아주편하고무게도가벼워서활다용도로 쓰기 좋은 수납함이 필요해서 샀는데 원목의 고급스러움이 더해 인테리어 효과도 있어서 만족스럽네요,,,,,,
ANAL-211104-0113,0,P,1,기저귀,비닐,,,,1.37,1.0,,,
ANAL-211104-0113,1,P,1,좋았을것같아요케이스는 깔끔하고 휴대하기 좋은것 같습니다,그때그때 쓰레기랑 아기 기저귀 버리기 좋습니다,일단 비닐 사이즈는 기저귀 넣기에는 충분한 크기에요두께는 굉장히 얇은 편인데 저는 차라리 얇은게 낫다고 생각해요,,,,,,,
ANAL-211104-0113,1,N,1,차안에서쓰려구샀어요,뜻밖의득템아이랑 외출 한번하면 쓰레기 장난아니라 혹시나하고 찾다가 발견했어요역시 육아는 템빨이라고 없는게 없네요자차로 이동할때는 당장 밑에다 두고 내릴때 한꺼번에 챙겨서 버리면되지만길을 걸을때 대중교통을 이용할때 쓰레기가 나오면 불편하잖아요이걸 바닥에 버릴수도없고 그렇다고 가방에 넣을수도없고사탕 껍질이나 초코렛 상자같은건 가방에 넣어서 집에 가져간다치지만간혹 음료수팩이나 우유같은건 다 먹었어도 셀까봐 가방에 함부로 못넣죠쓰레기통 찾아 들고다니자니 짐도 많고 애도 챙겨야되고이게 정말 유모차나 가방끈에 걸어서 달고다면 딱이겠더라고요에버랜드에 갈때도 챙겨가면 좋아요시설내에 휴지통이 제법 많지만 필요할때 바로 바로 찾기가 애매한데휴대용 봉투 한장으로 싹 모았다 나갈때 버리고가면 끝고리가있어서 어디든걸수있고 아담한 사이즈라 자리를 차지하지않고 가볍지만봉투의 크기가 생각보다 커서 꽤 들어가요그래서말인데요리필은 어디서 구매하면될까요,아이들과 함께 집나서면 이런저런 쓰레기가 생기는데 가까운 곳에 쓰레기통이 잘 보이지도 않고 해서 비닐팩을 하나씩 가지고 다녔었는데  따로 케이스가 없다보니 정신없음 상태였는데 요런게 있다는걸 확인하구바로 구입했어요 잘못보고 하나에 리필인데 좀 비싸다 그냥 비닐팩살까 하다가 2개네요 사이즈도 딱 좋을정도이고 비닐 바스락 소리 잘 안나서 아주 좋아요 고리가 있어서 가방 끈에 대롱 달고 다니면 사용하기도 편리하네요,품질좋아요휴대하기편하구요 가지고다니며 아이기저귀부터 간식쓰레기 등이것저것 담아버리기 좋아요,,,,,,
ANAL-211104-0081,0,P,1,좋아요,튼튼하고,사용,너무,쉽고,8.59,2.11,1.82,1.76,1.63
ANAL-211104-0081,1,P,1,잘 사용하고 있습니다,넘좋아요,사용하기 편하네요,16개월 아기 아직 열줄 몰라서 안심이에요,길이 조절도 가능하고 무엇보다 깔끔하네요,,,,,
ANAL-211104-0081,0,N,1,못열어요,아이,열고,붙이,서랍,2.14,1.61,1.44,1.28,1.08
ANAL-211104-0081,1,N,1,애들이 못열줄알고 잠금 풀어놨는데 열어서 당황했어요,장소별 부착할 아이템별 실제 사례나 가이드가 상세히 나오면 좋았을것같음,아가드꺼는 절대 못열더라구요,제가주문한 옵션은 구매자가 잘 없는건지 창고 구석에 박혀있는듯한 물건 받은 기분이었어요,열고 닫음이 편해요기존제품이 잘 떨어지지 않아서 싱크대하단문에 해봤는데 아이가 힘이 센건지 부착부분을 잘 닦지 않은건지떨어졌어요,,,,,
ANAL-211104-0081,0,P,1,있는,아기,실리콘,상품,조절,2.29,1.82,1.75,1.55,1.46
ANAL-211104-0081,1,P,1,비슷한 상품 구매한 적 있는데 견고하지 않고 투명한 고무 부분이 점점 색이 바래서 보기도 싫었는데 이 제품은 디자인이 보기싫지않고 깔끔해서 진짜 쏙 맘에 듭니다,아가드거는 평타 이상 하네요큰애가 돌 지나서면서 싱크대를 공략하길래식칼같은게 무서워서 막으려고 샀어요주방으로 가도 이제는 마음이 놓입니다설치할때 애먹었는데 방향 맞추는게 있더라구요,쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,장점길이 조절 가능접착력 우수꺾인 면 장애물이 있는 면 부착 가능돌림 누름으로 구성된 2중 잠금장치부드럽게 잠기고 열림 단점추정탈착시 테이프 흔적이 남을듯 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,,,,,,
ANAL-211104-0081,1,N,1,아기가곧탐험가가될것같아서써봤습니다7개월 아기 육아중인 엄마입니다 저희 아기가 조만간 기어다니며 집안 이곳저곳 모험을 떠나는 탐험가가 될 것 같아 서랍장 잠금장치를 알아보던 중에 쿠팡체험단에서 제공받을 기회가 생겨 한 번 사용해 보려고 신청했습니다 우선 상품은 박스에 개별포장 되어 들어있었습니다 그냥 10개들이 세트일줄 알았는데 그 부분은 꽤 맘에 드네요제품은 사이즈에 맞게 길이 조정하고 3M 테이프 보호막 뗀 후에 원하는 곳에 붙이면 될 것 같아요 생각보다 사용법이 간단합니다 근데 꽤 견고하고 짱짱하게 잠겨서 아기가 아무리 기어다니며 탐험을 해도 칼이나 그릇이 있는 위험한 서랍장은 열 수가 없을 것 같아요 이중잠금때문에라도 어쩌면 돌이 지나도 못 열 것 같은 그런 느낌이 제품에서 제일 맘에드는 부분이 이중잠금이 된다는 것이거든요 잠금과 열림장치가 다이얼로 되어있는데 다이얼을 돌리고도 바로 열리는 게 아니라 버튼을 한번 더 눌러야 하니 아기들은 할 수가 없을 거 아니겠어요  얼마전에 지인에게 선물받은 똑딱이 잠금장치도 써봤는데 너무 쉽게 고장나서 속상했었거든요 근데 이 제품은 이중잠금도 되고 길이 조정도 되고 심지어 견고하기까지 하니까  참 안심입니다 물론 인테리어 다 하고 들어와서 싱크대며 서랍장이며 다 새건데 붙여야 한다는게 미관상 아쉽긴 해도  아기의 안전을 위해 탁월한 선택이 될 거라 생각합니다그나저나 쿠팡 로켓배송 진짜 대박이네요 아니 어떻게 저녁에 주문했는데 그 다음날 아침에 배송되죠  너무 좋습니다 정말 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,문고리찾으시는거면꼭이거쓰세요이거최고쿠팡체험단으로 쓰는 리뷰입니다포장  포장 다소 실망 왜 분리가 되서 왔지요 뭔가 문제가 있어서 분리가 되는듯 내돈주고 산거였음 약간 짜증났을듯접착력  3M 잡착테이프가 붙어 있음 너무 좋음 내가 칼로 뜯지 않는 이상 안떨어질듯활용도  사진에서 보시다시피 90로 꺽여도 문제없어서 걱정되는 곳마다 붙혀둘 예정집에 다이소꺼 2000원3000원 짜리 쓰다가 이것을 쓰니 너무 편해요 왜 몰랏지 싶을정도길이 조절도 가위로 자르면 되니 사이즈별로 살 필요도 없구요구멍에 끼우거나 여는 방식이 아닌 돌리는 버튼을 돌려서 좌우에 달린 버튼을 눌러주면 찰칵하며 분리가 되요 주방에 너무 착떡이겠지요너무 좋아요10개나되서 근처사는 시누도 나눠줬답니다부족하면 더 살 예정이구요지인들에게도 적극추천합니다 다만 포장에 좀 더 신경을 12개도 아니고 6개나 분리되어 박스 속에서 뒹굴며 왔다구욥 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,구동하는공간까지생각해서신중하게붙이세요접착력은 아주 좋습니다잠금장치를 여닫는것도 어렵지 않네요다만 좁은곳에 설치하면 여닫을때 한손으로 잠금장치를 잡지 않으면닫기 어려워요자꾸 사이에 끼고 따라와서요 싱크대에 한쪽은 문이라 못붙여서 다른쪽에 좁은곳에 잘라서 붙였더니열때도 겨우열고 닫을때도 끝까지 당겨서 겨우 닫고있어요 ,두돌전아이를 키우는데요아이를 집에서 육아중입니다 어린이집처럼 다양한 놀이를해주지못하는게미안해 주방싱크대며 끊임없이 하루종일 열고꺼내고해둬 인내심을가지고 지켜봤는데요급기야 싱크대며 소독기며 뭘자꾸집어넣고 망가뜨리는거같아 고민하다주문했어요아이를위해선 계속 자유로히 두고싶지만 집안살림은지켜야하겠기에그리고 또 어떤면에선 첨엔얌전히놀고 두드리고 꺼내는 수준이였는데 갈수록 다양하고 과격해져서 아이에게도 위험할수있더라구요길이를조절할수있어서 짧게잘라서사용도 가능하고 다이얼방식으로 열림잠금 돌려서 맞춰둘수있어요아이가 문열고닫을때 유심히보고 버튼누르려고 시도하더라구요그래서인지 잠금으로돌려두는 이중구조인거같아요아이앞에선 잘안열구요없을때후다닥열어서 사용중이에요몇곳은 아이를위해 열어두고 위험해보이는 싱크대바로아래랑 주방기기소독하는 기계에 설치했는데 아이가못열어요주문전까진 고민됐는데 아이를위해서도 위험한물건은 미리차단하는게좋은거같아요미니서랍에도 작은 핀셋이나 위험해보이는거엔 설치하려고해요미니서랍은 다른방에옮겨뒀는데도 도어잠금장치있는 깜빡하는사이 어느샌가 틈에들어가서 뒤지고있더라구요다른방에잘두셧다하더라두 잠깐사이 아이들은 후다닥 가니까 위험한건 항상 신경써서두셔야할꺼같아요아이가 커갈수록 조심해야하는 부분이늘어가는데 이제품도 도움이돼네요수량도넉넉해서 마음은 편안하네요생각보다 튼튼해요 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다,,,,,,
ANAL-211104-0040,0,P,1,너무,귀여워요,좋아요,소리,귀엽고,3.43,2.39,2.24,2.03,1.48
ANAL-211104-0040,1,P,1,접작면 필름 제거하고 위치 정해서 붙이면 끝입니다기존에 임시로 단열벽지로 문손잡이 보호대로 붙혔는데 떼어내니 페인트가 떨어져서 다음에 페인트 보수해야죠,흔한 문보호패드지만 표정이 너무 귀여워서 샀습니다,화장실문에 붚혀보니 서로 부디치는 소리가 안나서 아주 마음에들어요,이제 똥꼬발랄하게 문 열어도 소리 안나진 않지만 문 부서지는 소리 안나고 통 하고 소리 나서 좋아요,크기도 적당하고 모양도 이쁘네요,,,,,
ANAL-211104-0040,1,N,1,무난해요제품 전체적으로 뒷쪽 부분이 깨진것처럼틀에서 분리할때 그런건지 흠집이 있네요제품 자체는 한번 붙이니 안떨어 지네요붙이다 잘못 붙여서 다시 붙이려고 하는데 힘줘서 당겨도 안떨어 지네요이건 맘에 들고요시간이 지나도 이렇게 유지가 되면 좋겠네요,안떨어지고오래갔으면좋겠네용귀욥네요근데 마무리가 좀 깔끔하진 않네요한두개정도 플라스틱부분이 깨져나갔네요쪼금이긴하나잘 검수해서좀 보내시지하는 아쉬움이,,,,,,,,
ANAL-211104-0150,0,P,1,좋아요,시트,다시,좋네요,커버,2.47,1.38,1.26,1.26,0.98
ANAL-211104-0150,1,P,1,원래 있던 의자에 커버가 오래되서 바꾸고 싶었는데 교체커버만 따로 팔아서 좋네요,사용하다보면 아기가 매일 밥먹고 간식먹고하다보니 더러워질 수밖에 없죠,사길 너무 잘했어요,3년정도 쓰고 커버가 너무 낡아서새로구입했어요,몇달 쓰는데 발부분이 벗겨져서  커버만 재구매 했어요,,,,,
ANAL-211104-0150,1,N,1,첫째 때 쓰고 둘째 때 다시 쓰려니 커버가 자꾸 헤지고 벗겨져서 구입했어요 그 사이 소재가 살짝 리뉴얼된건지 좀 더 견고해진 느낌이에요 물티슈나 휴지로 닦을 때도 더 잘 닦이고 더 튼튼한 느낌입니다 고객센터에 전화해서 벨트도 별도로 구입했는데 벨트도 판매하심 좋을 것 같아요,커버교체하니 새거같네요 커버 가격 29000원일때 봤는데 가격 올라서 좀 아쉬웠어요 미리 구입해둘껄 ,커버 주문했는데 하이체어 보내주신 것 어떻게 받아들여야할지색깔도 아닌 큰 박스 물품 자체가 잘못오니 당황스러웠습니다업체 실수로 6일동안 커버 없는 의자에서 아기가 불편함을 감수했는데 생각할수록 소비자 입장에서 기분이 안좋았습니다,,,,,,,
ANAL-211104-0150,0,P,1,너무,않고,하이체어,시트,사용하는,3.97,3.06,2.6,2.09,1.67
ANAL-211104-0150,1,P,1,색상이뻐요현재 베이지색이어서 같은걸 주문하려다가 잘못눌러 오팔그레이를 주문해버렸는데 색상이 이쁩니다,찰떡같이 전체적으로 잘 맞아요발끝이 조금 짧지만 사용하는데 전혀 문제없고다양한 색상도 있어서 좋네요,시트교체하고깔끔해져서저도아가도대만족입니다아가드는 아니지만 시트만 아가드로 교체했어요,이유식을 시작하면서 찾아보는 것이 바로 하이체어 의자인데요저는 아프라모 하이체어를 구매해서 사용하고 있습니다,첫째때부터 쓰던 하이체어라 커버가 너무 지저분해서커버만 구매했어요상큼하게 분홍으로 하니 귀여네요,,,,,
ANAL-211104-0150,1,N,1,19갤 아이가 쓰는 하이체어에 끼워줄 용더에요써보신 분은 아실 수도 있는데 그 의자부분 안쪽에 틈이 살짝 있거든요근데 거기에 음식물이 자꾸 들어가요아이가 밥을 혼자 숟가락으로 퍼먹는데 아직은 서툴러서 그쪽으로 자꾸 흘리더라구요오른속잡이가 된것같은데 왼쪽에만 그렇개 잔뜩 흘려요오른쪽에서 왼쪽으로 숟갈질을 하다보니쨌던 그래서 매번 그 흘리는걸 잘 닦는다고 닦았는데 거기 이물질이 계속 껴있던거에요우유를 컵에 따라서 마시게 줬는데 우유를 흘리면서 의자 안쪽으로 우유가 들어갔어요그러면서 의자 안으로 들어가서 밑으로 새어 나와버린물이면 그냥 말리는데 우유라서 그냥두면 냄새가 많이 날거니까 시트만 분리해서 물로 닦으려고 봤는데 오우새까맣게 썩은 곰팡이라고 해야하나 음식물이 조금씩 껴있던게 거기에 있더라구요저번에도 한번 우유 흘려서 시트 분리하고 닦았었는데 그땐 그정도는 아니었거든요근데 이번엔 정말 심하다 싶었어요시트까지 상해서 부스러지고10만원가량 하는 하이체오를 다시 사야하나 걱정이 되더라구요곧 둘째 이유식 시작할때라 안그래도 사야하는데 두개를 사야하는건가 싶어서 눈물이근데 다행이 시트만 팔길래 바로 구매했어요사이즈 아주 딱 맞고 너무 좋아요색은 일부러 다른 색으로 구매했어요같은거 사면 좀 지겨울까 싶어서 쨨던 앞으로는 시트 안으로 안즐어가게 잘 관리 하려구용둘째 이유식 시작하고 필요해지면 또 시트만 구매흐러 올거에요,,,,,,,,,
ANAL-211104-0275,0,P,1,좋아요,아기,아주,아직,색상도,7.78,2.34,2.28,2.22,2.12
ANAL-211104-0275,1,P,1,제품은 좋아요,아직 설치전 이번주 이사라서 미리 주문했는데 이쁘게 잘 맞음 좋겠어요,좋아요,아기 배변훈련으로 유용하게 사용하고 있습다 아기가 변기에 손 놓고 앉아 있는걸 좋아하네요,배변훈련할려구 구매했어요,,,,,
ANAL-211104-0275,0,N,1,사이즈가,변기,작아,안맞,설치,2.41,2.15,1.17,1.02,0.84
ANAL-211104-0275,1,N,1,변기뚜껑에 색 오염이 있어요,Madein China 인데 왜 국내산으로 표기를 해 놓습니까 그리고 사이즈가 작고 뻑뻑하네요,매번 아기커버를 꼈다뺐다하기 번거러울 것 같아서 구매했는데  사이즈가 안맞네요,저희집 변기에는 작아요,겁나작아서 다시 사야함,,,,,
ANAL-211104-0275,0,P,1,변기,너무,좋아,조금,정말,5.08,4.43,2.91,2.29,2.19
ANAL-211104-0275,1,P,1,본인 변기에서는 안하시겠답니다  가끔 어른변기 쓰려 아기 변기 들어올리면 내려올때 있어요,너무너무너무좋아요만족해요와 너무 좋아요,우리딸이 아주 잘하고 있네요,아기 엉덩이에 맞춤디자인으로 빠질염려 없어 좋아요,대략난감아 진짜커버가 변기보다 작네요,,,,,
ANAL-211104-0275,0,N,1,변기,아이가,자꾸,뚜껑이,그냥,12.8,3.45,3.39,3.14,3.01
ANAL-211104-0275,1,N,1,변기뚜껑 아이변기 어른변기  셋 다 열기가 너무 힘드네요,기존에 있던게 얼추맞아서 끼워서 조립했고요그거때문인지 원래그런건지모르겠는데 어른용변기커버가 한번에 딱하고 올라가질 않아요,31개월인데 아직 기저귀 사용중이고 유아용변기에는 앉지을 않을려고 해서 사봤는데 일단 거부감은 없어 만족합니다,사이즈가다르잖아요사이즈표기 잘못되었어요사이즈 세로46이라고 되어있는데 43센티 나오네요이미 있던변기커버 뜯고 설치하면 반품 안된다 생각하고심사숙고해서 사이즈맞춰 산건데 이게뭡니까너무화나네요,기존에 일반변기커버 46 써서 안심하고 시켜서 다뜯고 설치했더니 너무 작아서 변기 도자기가 다 튀어나오네요,,,,,
ANAL-211104-0137,0,P,1,좋아요,튼튼,좋네요,설치,만족합니다,11.36,4.84,4.7,3.75,3.26
ANAL-211104-0137,1,P,1,예전 모델이 심플하고 좋았는데 다 바뀌어서 새로 구매하게 되었네요,집에 강아지가 있어 유용하게 씁니다튼튼하고 좋아요,다른 브랜드 제품보다 실사용 만족도는 좋아보여서 다시 주문하게 되었습니다,부엌 안쪽에 싱크대  분리수거함  세탁기 건조기  냉장고 등 아기가 좋아하는거 투성이라 가드로 막아놓으니 마음이 놓이네요튼튼하고 사이즈 가이드대로 주문하니 딱 좋아요,재구매잘사용하고있습니다,,,,,
ANAL-211104-0137,0,N,1,좋아요,소리가,자동으로,하고,닫혀서,2.26,2.08,1.83,1.71,1.49
ANAL-211104-0137,1,N,1,배송온 상품 문짝이 휘어서  교환요청해서 다시 받았어요,딸램이 보행기 질주를 해서 약간 걱정되기는 합니다만 부실해 보이지는 않습니다,그치만 자석이라 자동으로 착 닫혀서 현관에 설치해서 아주 편히 쓰고 있어요,90도 이하는 착착 닫혀서 편하구요,특히 마그네틱으로 자동으로 톡 하고 닫혀서 정말 편해요,,,,,
ANAL-211104-0137,0,P,1,너무,설치,안전문,좋아요,편하고,3.08,2.77,2.74,2.49,2.3
ANAL-211104-0137,1,P,1,설치하기쉽고튼튼하게고정되는안전문설치는 간편하지만생각보다 나사를 많이 돌리긴해야하네요,아기가 현관으로 탈출하려고해서 구매했습니다,5번의 안전문 구매 시행착오결과 정착했어요,빠른배송과안전한제품입니다믿고쓰게되네여빠른 배송 감사합니다,틀 고정여부 선택 가능 구성품에 나사 피스도 같이 있는데 나사 없이도 설치 가능합니다,,,,,
ANAL-211104-0137,0,N,1,강아지가,아이가,고정,안전문,같아요,2.51,2.46,2.37,1.95,1.62
ANAL-211104-0137,1,N,1,소음적고견고사용편리조금넓은창살네트망보수필요강아지와 고양이의 공간분리를 위해 정말 많은 제품을 고민하다가 이 문을 샀는데요,부엌에 계단있는 집이라 디스크있는 우리 강아지를 위해서 구매했어용,그런데 전 확장형을 연결해서 쓰니 연결부위가 자꾸 꺽이네요,구매해 사용해 보았어요월령이 더 낮을 때 기어다닐 때 는 아이팜을 사용해서 놀이공간만 만들어 줬었고돌이 지나면서 걷기 시작한 직후로는 따로 막을 필요를 못 느꼈어요,애기가 있어서 구매한건 아니고 애기같은 강아지가 있어서 구매했어용 강아지가 신발을 좋아해서 밖에서 신고다닌 신발도 집안으로 막 물고들어와서 차단을 시켜버렸습니다,,,,,
ANAL-211104-0187,0,P,1,좋아요,깔끔,,,,1.74,0.6,,,
ANAL-211104-0187,1,P,1,정리하기 편해요,영수증이나 사용설명서 분류하려고 샀는데 너무 만족해요,화면과같아요,잘 정리해보려고 구매했어요,좋습니다,,,,,
ANAL-211104-0187,1,N,1,영수증 정리가 편해졌어요마음에 들어요,,,,,,,,,
ANAL-211104-0187,1,P,1,설명서보관편해요쿠팡으로 시킨거라 배송 빠르게 바로 받았구요포켓파일에 정리하니 공간차지 안하고 넘 맘에 들어요3개 묶음이라 집에 있는 어지간한 가전제품 설명서들 싹 다 정리했네요ㅎㅎㅎ 감사합니다,설명서보관편해요쿠팡으로 시킨거라 배송 빠르게 바로 받았구요포켓파일에 정리하니 공간차지 안하고 넘 맘에 들어요3개 묶음이라 집에 있는 어지간한 가전제품 설명서들 싹 다 정리했네요 감사합니다,,,,,,,,
ANAL-211104-0089,0,P,1,벽지,,,,,0.82,,,,
ANAL-211104-0089,1,P,1,재구매재구매예요,알맞게 산것같고요 벽지에 붙이는거라 테이프가 떼어질때가 있는게 좀 불편하지만 벽지 뜯어지는것보다 나으니까요,몰딩에는 피스로 박고 안에 전선을 넣어 정리하니 깔끔해요,벽지무늬가 아니라 그냥 흰색이면 더 좋을 거 같긴한데탈착도 쉽고 암튼 좋아요,,,,,,
ANAL-211104-0089,0,N,1,만족,,,,,1.0,,,,
ANAL-211104-0089,1,N,1,반짝이가 들어간것인지는 자세히 안봐서 직접받아보고 알았네요,거실에서 안방까지 이어져있는 인터넷 선이 지저분해서 샀는데 그냥 플라스틱만으로 된 것보다는 훨씬 좋습니다,,,,,,,,
ANAL-211104-0089,0,P,1,좋아요,깔끔,너무,전선,벽지,5.76,4.9,3.87,3.26,2.8
ANAL-211104-0089,1,P,1,그냥 일반 가위로도 잘 짤리고 선정리하니 기분 좋아짐  뭔가 정리된 느낌에 좋아요,가성비 정말 좋습니다,설치는 어렵지않아요칼로 어렵지않게 잘라져서 길이조절도 쉽습니다벽지는 종이벽지인데 페인트느낌나는 벽지라서특히 위화감없이 더 잘 어울리는 것 같아요양면테이프로 벽지에 고정하는거라 신중히 설치하시구요,좋아요,빠른 배송 감사합니다전선줄이 아주 깔끔하게 정리가 됐슙니다,,,,,
ANAL-211104-0089,0,N,1,가위,깔끔하게,떨어져,정리,너무,2.09,2.03,1.92,1.76,1.7
ANAL-211104-0089,1,N,1,샤오이 웹캠을 천장에 설치해서 선 가릴려고 구매했어요보통 집 벽지에다가 붙이시면 하루도 안돼서 떨어지고요보통 테이프 잘 안붙는 벽지들 사용하실거임저는 글루건으로 붙여서 고정시켰습니다접착력으로 제품의 질을 논할건 아닌거같아요,처음에 설명서안봤다가 고생을 저 선 자를때 분리후 가위로 따로자르면 쉽게잘려요접착도 딱 좋네요,자르는건 곤란하네요,땅바닥에다 해놓은건데도 발 헛딛어서 건들이면 바로 떨어져버리네용,하나들었는줄 알고 두세트 주문했더니 여섯개네요,,,,,
ANAL-211104-0027,0,P,1,좋아,,,,,1.17,,,,
ANAL-211104-0027,1,P,1,올때부터 마감부분이 터져 있었어요,마루바닦 까짐이 안생기고깜찍한 체크무늬로  귀엽기까지좋아요,너무 좋아요,,,,,,,
ANAL-211104-0027,0,N,1,자꾸,벗겨짐,소리,의자,,2.01,1.8,1.01,0.77,
ANAL-211104-0027,1,N,1,싸쥬 맞춰 주문해도벗겨 지는 걸밴드자체가 쫀쫀하지않아요,,,,,,,,,
